run_id,timestamp,iteration,workload,status,tps,qps,threads,time_s,tables,table_size
20260109_210753,2026-01-09 21:07:53,1,oltp_read_write,ok,2818.61,56372.23,32,60,16,1000000
20260109_210753,2026-01-09 21:08:55,2,oltp_read_write,ok,2799.92,55998.33,32,60,16,1000000
20260109_210753,2026-01-09 21:09:56,3,oltp_read_write,ok,2808.41,56168.12,32,60,16,1000000
